n                 S1                S2                S3                DS1                DS2               
1	1.6666666666666663e-01	1.6666666666666663e-01	1.6666666666666666e-01	1.6653345369377348e-16	1.6653345369377348e-16	
2	2.1666666666666667e-01	2.1666666666666667e-01	2.1666666666666667e-01	0.0000000000000000e+00	0.0000000000000000e+00	
3	2.4047619047619040e-01	2.4047619047619040e-01	2.4047619047619048e-01	3.4625767599695477e-16	3.4625767599695477e-16	
4	2.5436507936507924e-01	2.5436507936507924e-01	2.5436507936507935e-01	4.3646833417400852e-16	4.3646833417400852e-16	
5	2.6345598845598828e-01	2.6345598845598828e-01	2.6345598845598844e-01	6.3211109631540478e-16	6.3211109631540478e-16	
6	2.6986624486624478e-01	2.6986624486624478e-01	2.6986624486624483e-01	2.0569875739283770e-16	2.0569875739283770e-16	
7	2.7462814962814952e-01	2.7462814962814952e-01	2.7462814962814958e-01	2.0213205130799853e-16	2.0213205130799853e-16	
8	2.7830462021638480e-01	2.7830462021638480e-01	2.7830462021638486e-01	1.9946183857133706e-16	1.9946183857133706e-16	
9	2.8122859682457191e-01	2.8122859682457191e-01	2.8122859682457202e-01	3.9477600683607012e-16	3.9477600683607012e-16	
10	2.8360954920552428e-01	2.8360954920552428e-01	2.8360954920552439e-01	3.9146179236038595e-16	3.9146179236038595e-16	
11	2.8558583379050451e-01	2.8558583379050451e-01	2.8558583379050462e-01	3.8875283479207016e-16	3.8875283479207016e-16	
12	2.8725250045717110e-01	2.8725250045717110e-01	2.8725250045717127e-01	5.7974588011846833e-16	5.7974588011846833e-16	
13	2.8867700188167245e-01	2.8867700188167245e-01	2.8867700188167267e-01	7.6918009913393218e-16	7.6918009913393218e-16	
14	2.8990852897526853e-01	2.8990852897526853e-01	2.8990852897526875e-01	7.6591263358096404e-16	7.6591263358096404e-16	
15	2.9098379779247285e-01	2.9098379779247285e-01	2.9098379779247308e-01	7.6308236613019750e-16	7.6308236613019750e-16	
16	2.9193076748944258e-01	2.9193076748944258e-01	2.9193076748944280e-01	7.6060706733510429e-16	7.6060706733510429e-16	
17	2.9277110362389636e-01	2.9277110362389636e-01	2.9277110362389658e-01	7.5842390924712682e-16	7.5842390924712682e-16	
18	2.9352185437464717e-01	2.9352185437464717e-01	2.9352185437464734e-01	5.6736304711816258e-16	5.6736304711816258e-16	
19	2.9419661820730569e-01	2.9419661820730569e-01	2.9419661820730592e-01	7.5474900519953415e-16	7.5474900519953415e-16	
20	2.9480637430486667e-01	2.9480637430486667e-01	2.9480637430486689e-01	7.5318793716247550e-16	7.5318793716247550e-16	
21	2.9536008416090209e-01	2.9536008416090209e-01	2.9536008416090231e-01	7.5177594005582966e-16	7.5177594005582966e-16	
22	2.9586513466595254e-01	2.9586513466595254e-01	2.9586513466595282e-01	9.3811579546087474e-16	9.3811579546087474e-16	
23	2.9632766935605426e-01	2.9632766935605426e-01	2.9632766935605459e-01	1.1239818006577984e-15	1.1239818006577984e-15	
24	2.9675283942408148e-01	2.9675283942408148e-01	2.9675283942408182e-01	1.1223714254392345e-15	1.1223714254392345e-15	
25	2.9714499628682656e-01	2.9714499628682656e-01	2.9714499628682689e-01	1.1208901766800930e-15	1.1208901766800930e-15	
26	2.9750784098929395e-01	2.9750784098929395e-01	2.9750784098929423e-01	9.3293593618689514e-16	9.3293593618689514e-16	
27	2.9784454132599425e-01	2.9784454132599425e-01	2.9784454132599458e-01	1.1182575510860246e-15	1.1182575510860246e-15	
28	2.9815782453401429e-01	2.9815782453401429e-01	2.9815782453401463e-01	1.1170825649405348e-15	1.1170825649405348e-15	
29	2.9845005130198632e-01	2.9845005130198632e-01	2.9845005130198660e-01	9.2999064649328691e-16	9.2999064649328691e-16	
30	2.9872327534570220e-01	2.9872327534570220e-01	2.9872327534570242e-01	7.4331203240881229e-16	7.4331203240881229e-16	
31	2.9897929173075077e-01	2.9897929173075077e-01	2.9897929173075105e-01	9.2834441659673514e-16	9.2834441659673514e-16	
32	2.9921967634613544e-01	2.9921967634613544e-01	2.9921967634613567e-01	7.4207888878327418e-16	7.4207888878327418e-16	
33	2.9944581836332218e-01	2.9944581836332218e-01	2.9944581836332246e-01	9.2689808685031041e-16	9.2689808685031041e-16	
34	2.9965894709307495e-01	2.9965894709307495e-01	2.9965894709307522e-01	9.2623884201955516e-16	9.2623884201955516e-16	
35	2.9986015433653568e-01	2.9986015433653568e-01	2.9986015433653601e-01	1.1107407989050213e-15	1.1107407989050213e-15	
36	3.0005041308843816e-01	3.0005041308843816e-01	3.0005041308843861e-01	1.4800486534213474e-15	1.4800486534213474e-15	
37	3.0023059326861834e-01	3.0023059326861834e-01	3.0023059326861878e-01	1.4791604180481779e-15	1.4791604180481779e-15	
38	3.0040147501844749e-01	3.0040147501844749e-01	3.0040147501844788e-01	1.2935291299583064e-15	1.2935291299583064e-15	
39	3.0056375999085905e-01	3.0056375999085905e-01	3.0056375999085944e-01	1.2928307079689912e-15	1.2928307079689912e-15	
40	3.0071808097851327e-01	3.0071808097851327e-01	3.0071808097851377e-01	1.6613579052368879e-15	1.6613579052368879e-15	
41	3.0086501015864842e-01	3.0086501015864842e-01	3.0086501015864897e-01	1.8450517460300973e-15	1.8450517460300973e-15	
42	3.0100506618105738e-01	3.0100506618105738e-01	3.0100506618105793e-01	1.8441932534739213e-15	1.8441932534739213e-15	
43	3.0113872028423838e-01	3.0113872028423838e-01	3.0113872028423888e-01	1.6590372722901842e-15	1.6590372722901842e-15	
44	3.0126640159169493e-01	3.0126640159169493e-01	3.0126640159169549e-01	1.8425934965855154e-15	1.8425934965855154e-15	
45	3.0138850171379505e-01	3.0138850171379505e-01	3.0138850171379561e-01	1.8418470152511756e-15	1.8418470152511756e-15	
